,Unnamed: 0,Type,BSM,Identifiant du destinataire,Position du récepteur X,Position Y du récepteur,Position du récepteur Z,BSM a été transmis,Identifiant émetteur,ID BSM,Position X émetteur,Position Y émetteur,Position Z de émetteur,Vitesse X de émetteur,Vitesse Y de émetteur,Vitesse Z de émetteur,RSSI du signal reçu,Label
117,117,3.0,21726.8037980506,1648.0,3470.060883095653,5183.002756980968,1.895,21726.80368788107,1585.0,1548650.0,3600.139439329113,5691.35117718568,1.895,1.3803272367115604,-32.17200065154985,0.0,3.356802204907016e-09,0.0
118,118,3.0,21726.89549782043,1648.0,3470.060883095653,5183.002756980968,1.895,21726.89538588468,451.0,1549502.0,3479.6223971548657,5187.67211783684,1.895,-0.0,-0.0,0.0,2.738481837010922e-06,0.0
119,119,3.0,21726.91683987457,1648.0,3470.0670205830543,5183.425016114098,1.895,21726.916731279434,919.0,1550148.0,3172.816695369915,5265.872337554067,1.895,12.184908309191641,-7.682238705768928,0.0,9.199578551500124e-09,0.0
120,120,3.0,21726.929821131027,1648.0,3470.0670205830543,5183.425016114098,1.895,21726.92970569292,1111.0,1550248.0,3138.347635624049,5283.705009255584,1.895,11.161423001299093,-7.037111951139735,0.0,9.407684443725885e-09,0.0
121,121,3.0,21727.009471639936,1648.0,3470.073395679797,5183.863622770091,1.895,21727.009356701747,85.0,1551337.0,4606.869240621676,5421.8031768332285,1.895,-3.7201439031313615,-4.5169230864191015,0.0,1.4349592608155814e-06,16.0
122,122,3.0,21727.116015808497,1648.0,3470.080024554809,5184.3196893708555,1.895,21727.11590494346,1105.0,1552503.0,3157.609545876749,5271.560660024729,1.895,11.073498142332133,-6.9816766293407095,0.0,6.652786364925977e-09,0.0
123,123,3.0,21727.1439468394,1648.0,3470.080024554809,5184.3196893708555,1.895,21727.143837099942,1381.0,1552595.0,3173.1455392335315,5245.237400679111,1.895,0.0,0.0,0.0,1.435558470485846e-09,0.0
124,124,3.0,21727.16576326944,1648.0,3470.080024554809,5184.3196893708555,1.895,21727.165647483664,1477.0,1553287.0,3628.069963220055,5329.192539177555,1.895,3.8233093200927204,-30.87603261586923,0.0,1.3356539081421565e-08,0.0
125,125,3.0,21727.26090571316,1648.0,3470.087006763685,5184.800065341527,1.895,21727.260789489417,1573.0,1553979.0,3598.1073244079216,5570.899220901647,1.895,-2.578129833958988,31.472166447916237,0.0,2.3929479012030224e-09,0.0
126,126,3.0,21727.440373676403,1648.0,3470.1017218507995,5185.812463335009,1.895,21727.44026652421,1543.0,1555429.0,3606.140352644469,5557.798715900087,1.895,2.6714199762952298,-31.733054867303597,0.0,2.7639358867761835e-09,0.0
127,127,3.0,21727.44214191061,1648.0,3470.1017218507995,5185.812463335009,1.895,21727.442035630345,511.0,1555573.0,3479.000250848442,5190.913653707149,1.895,-0.0,-0.0,0.0,8.394543088087776e-07,0.0
129,129,3.0,21727.52090319432,1648.0,3470.10947228181,5186.345692988545,1.895,21727.52079288648,1591.0,1555935.0,3629.6639959199574,5261.847025732971,1.895,-3.120768864825906,38.09587217871565,0.0,3.951090083752671e-09,16.0
130,130,3.0,21727.56548722272,1648.0,3470.10947228181,5186.345692988545,1.895,21727.56538008479,1603.0,1556421.0,3600.487306926472,5541.845910637634,1.895,-2.574257699638105,31.424897899093004,0.0,6.9768668122454345e-09,0.0
131,131,3.0,21727.58074352975,1648.0,3470.10947228181,5186.345692988545,1.895,21727.58063671621,1549.0,1556677.0,3606.915138071108,5587.890133260034,1.895,2.659593601192141,-31.590405390917784,0.0,4.92526816259731e-09,0.0
132,132,3.0,21727.69504806184,1648.0,3470.11758376209,5186.903762831793,1.895,21727.69493026086,1507.0,1557893.0,3624.9874196708897,5354.086343783864,1.895,3.8628768609813964,-31.19556958783782,0.0,1.6781801731237386e-08,0.0
133,133,3.0,21727.70995375619,1648.0,3470.209570202788,5187.469560991571,1.895,21727.70983679262,871.0,1558176.0,4550.1444956871965,5205.105860777622,1.895,-12.13551047600365,-1.655991533701868,0.0,2.5649398849755103e-09,16.0
134,134,3.0,21727.726262765,1648.0,3470.209570202788,5187.469560991571,1.895,21727.72614929564,1501.0,1558558.0,3812.8816831509416,5253.692416736539,1.895,-1.8676147735343,6.1055733506864085,0.0,1.0350196138439164e-08,0.0
135,135,3.0,21727.803803767805,1648.0,3470.34119824567,5188.0567365219895,1.895,21727.80368788107,1585.0,1559080.0,3601.514654728828,5659.29832076227,1.895,1.375590741175555,-32.06160470092479,0.0,2.143355198712524e-09,0.0
136,136,3.0,21727.89549675592,1648.0,3470.34119824567,5188.0567365219895,1.895,21727.89538588468,451.0,1559952.0,3479.6223971548657,5187.67211783684,1.895,-0.0,-0.0,0.0,1.5352023338993764e-06,0.0
137,137,3.0,21727.91684427445,1648.0,3470.4785677164973,5188.6695238135935,1.895,21727.916731279434,919.0,1560594.0,3185.199217094589,5258.583725062833,1.895,12.649293372493045,-6.778669737181118,0.0,7.478309750141436e-09,0.0
138,138,3.0,21727.966914379034,1648.0,3470.4785677164973,5188.6695238135935,1.895,21727.96679664673,1519.0,1561112.0,3596.539593544572,5933.136863664792,1.895,4.344278121621613,-35.06623297771646,0.0,7.178089815632371e-09,16.0
139,139,3.0,21728.116018533477,1648.0,3470.7678649859045,5189.960041197992,1.895,21728.11590494346,1105.0,1562789.0,3168.636564652868,5264.608287947635,1.895,11.058835421141078,-6.972432000716492,0.0,1.1796326489206403e-08,0.0
140,140,3.0,21728.143949571448,1648.0,3470.7678649859045,5189.960041197992,1.895,21728.143837099942,1381.0,1562887.0,3173.1455392335315,5245.237400679111,1.895,0.0,0.0,0.0,1.1627073715078054e-08,0.0
141,141,3.0,21728.165765870537,1648.0,3470.7678649859045,5189.960041197992,1.895,21728.165647483664,1477.0,1563555.0,3632.564967933081,5298.314095139394,1.895,4.850740623022643,-30.810467785604377,0.0,1.1025499058620725e-08,0.0
142,142,3.0,21728.260901433383,1648.0,3470.919856859745,5190.638057122166,1.895,21728.260789489417,1573.0,1564116.0,3595.535079279212,5602.299550617104,1.895,-2.5727873879752776,31.40694927109347,0.0,2.438619611118725e-09,0.0
143,143,3.0,21728.44038196024,1648.0,3471.238030075906,5192.057386338607,1.895,21728.44026652421,1543.0,1565563.0,3608.8118672045184,5526.064537498692,1.895,2.6737902433055805,-31.761210609827444,0.0,2.8127245490164946e-09,0.0
144,144,3.0,21728.44214398035,1648.0,3471.238030075906,5192.057386338607,1.895,21728.442035630345,511.0,1565703.0,3479.000250848442,5190.913653707149,1.895,-0.0,-0.0,0.0,4.38983302975828e-06,0.0
145,145,3.0,21728.53868079703,1648.0,3471.6101739879414,5192.718726850391,1.895,21728.538573711503,1663.0,1566282.0,3470.049765204281,5180.959643139272,1.895,1.5676431507277722,4.980414155459356,0.0,1.8903492373473357e-07,0.0
146,146,3.0,21728.565495951305,1648.0,3471.6101739879414,5192.718726850391,1.895,21728.56538008479,1603.0,1566639.0,3597.9145649066213,5573.2523060835665,1.895,-2.582466919249096,31.525110821926674,0.0,5.117850332599465e-09,0.0
147,147,3.0,21728.6445630852,1648.0,3472.0417083928087,5193.3767680017045,1.895,21728.644453661655,1567.0,1567392.0,3604.957408392357,5571.850581645765,1.895,2.801233634722389,-33.275075209283344,0.0,5.7645905904560886e-09,0.0
148,148,3.0,21728.684883348567,1648.0,3472.0417083928087,5193.3767680017045,1.895,21728.68477591868,1579.0,1567831.0,3601.508154181382,5612.8233130393155,1.895,2.8112024976920553,-33.3934925597517,0.0,3.9225251664969806e-09,0.0
149,149,3.0,21728.695043534197,1648.0,3472.0417083928087,5193.3767680017045,1.895,21728.69493026086,1507.0,1568126.0,3628.8566974133423,5322.839082373965,1.895,3.860578803440095,-31.17701108429037,0.0,2.1855073333188907e-09,0.0
150,150,3.0,21728.706791141867,1648.0,3472.487533829855,5194.056601360459,1.895,21728.706675298185,1561.0,1568278.0,3604.154669526757,5998.006212710536,1.895,2.663380371885073,-31.635384300936494,0.0,1.7415960717550084e-09,16.0
151,151,3.0,21728.72626474685,1648.0,3472.487533829855,5194.056601360459,1.895,21728.72614929564,1501.0,1568791.0,3806.1391317077214,5257.0210490343325,1.895,-8.130049406909912,3.071834422103372,0.0,4.7388302477309285e-09,0.0
152,152,3.0,21728.803805539246,1648.0,3472.9438930955407,5194.752497616277,1.895,21728.80368788107,1585.0,1569185.0,3603.5949529361687,5627.326983438418,1.895,2.6928531288837902,-31.98545896690286,0.0,2.3353155344797367e-09,0.0
153,153,3.0,21728.895501588144,1648.0,3472.9438930955407,5194.752497616277,1.895,21728.89538588468,451.0,1570070.0,3479.6223971548657,5187.67211783684,1.895,-0.0,-0.0,0.0,1.926994719599895e-06,0.0
154,154,3.0,21728.96690603057,1648.0,3473.4096950662833,5195.462792929129,1.895,21728.96679664673,1519.0,1571238.0,3596.539593544572,5933.136863664792,1.895,4.334077539294197,-34.98389570869554,0.0,3.2181794017384528e-09,16.0
155,155,3.0,21728.98638889009,1648.0,3473.4096950662833,5195.462792929129,1.895,21728.98627213193,1609.0,1571647.0,3603.252908458666,6051.7496190262245,1.895,1.437754645171704,-33.4498019488587,0.0,1.8002941434232816e-09,16.0
156,156,3.0,21729.116014795483,1648.0,3474.946499075523,5196.29875107434,1.895,21729.11590494346,1105.0,1572960.0,3179.9007183405406,5257.692770749084,1.895,11.230146577591038,-6.610660748899711,0.0,1.1636242163425627e-08,0.0
157,157,3.0,21729.260898116223,1648.0,3475.7674216157952,5196.706694177175,1.895,21729.260789489417,1573.0,1574364.0,3592.963751482357,5633.688682129729,1.895,-2.5784930562488824,31.476600434216923,0.0,3.791726444755092e-09,0.0
158,158,3.0,21729.440384257752,1648.0,3477.4731414051234,5197.333760814641,1.895,21729.44026652421,1543.0,1575939.0,3611.485241418799,5494.308268781924,1.895,2.6714768584619133,-31.73373055471643,0.0,3.051455555436955e-09,0.0
159,159,3.0,21729.442146297268,1648.0,3477.4731414051234,5197.333760814641,1.895,21729.442035630345,511.0,1576088.0,3479.000250848442,5190.913653707149,1.895,-0.0,-0.0,0.0,6.902304038384433e-06,0.0
161,161,3.0,21729.538690883346,1648.0,3478.3611023054386,5197.507879997525,1.895,21729.538573711503,1663.0,1576703.0,3470.534240834215,5186.5893254485445,1.895,0.6319197329899996,6.910708617246593,0.0,7.415099543448161e-07,0.0
162,162,3.0,21729.56549370681,1648.0,3478.3611023054386,5197.507879997525,1.895,21729.56538008479,1603.0,1577079.0,3595.3435141203795,5604.638056027102,1.895,-2.565342544264004,31.31606736227115,0.0,1.801857495213856e-09,0.0
163,163,3.0,21729.580749745524,1648.0,3478.3611023054386,5197.507879997525,1.895,21729.58063671621,1549.0,1577360.0,3612.2237044085573,5524.835476123946,1.895,2.6587685797422225,-31.58060586284391,0.0,3.587853519940929e-09,0.0
164,164,3.0,21729.64456084055,1648.0,3479.262199694583,5197.684575098674,1.895,21729.644453661655,1567.0,1577842.0,3607.753309703785,5538.6388476217835,1.895,2.792271991581364,-33.16862234297463,0.0,1.923140536525004e-09,0.0
165,165,3.0,21729.684894102196,1648.0,3479.262199694583,5197.684575098674,1.895,21729.68477591868,1579.0,1578330.0,3604.312389415617,5579.5125826643125,1.895,2.7936304323381664,-33.18475888288676,0.0,1.2974173372648175e-09,0.0
166,166,3.0,21729.69504132976,1648.0,3479.262199694583,5197.684575098674,1.895,21729.69493026086,1507.0,1578629.0,3633.6017175767824,5291.728968458455,1.895,4.900706828967657,-31.127838327197512,0.0,5.043452263004139e-09,0.0
167,167,3.0,21729.706793102032,1648.0,3480.1784365691265,5197.86423888327,1.895,21729.706675298185,1561.0,1578774.0,3604.154669526757,5998.006212710536,1.895,2.662058243417245,-31.619680181984332,0.0,2.4145288935379993e-09,16.0
168,168,3.0,21729.72626180913,1648.0,3480.1784365691265,5197.86423888327,1.895,21729.72614929564,1501.0,1579331.0,3796.6420916535412,5259.51285910322,1.895,-10.605417802823725,2.2630807863769387,0.0,3.895193509044093e-09,0.0
169,169,3.0,21729.803802421142,1648.0,3481.1174456033204,5198.048368033211,1.895,21729.80368788107,1585.0,1579746.0,3606.278786996189,5595.448652132477,1.895,2.6923503075600506,-31.979486502028227,0.0,1.6964525173344813e-09,0.0
170,170,3.0,21729.895498490634,1648.0,3481.1174456033204,5198.048368033211,1.895,21729.89538588468,451.0,1580688.0,3479.6223971548657,5187.67211783684,1.895,-0.0,-0.0,0.0,2.4731969759145567e-06,0.0
171,171,3.0,21729.90819455592,1648.0,3482.0718889727063,5198.235523683336,1.895,21729.90807637637,1681.0,1581228.0,3645.150061578939,5183.9769484628105,1.895,-4.813467644605594,30.85718304881761,0.0,3.21826301283446e-09,0.0
172,172,3.0,21729.916840291673,1648.0,3482.0718889727063,5198.235523683336,1.895,21729.916731279434,919.0,1581571.0,3211.939453125205,5247.813817380705,1.895,13.376211917277713,-5.38320482837937,0.0,9.169205489536915e-09,0.0
173,173,3.0,21729.92982157664,1648.0,3482.0718889727063,5198.235523683336,1.895,21729.92970569292,1111.0,1581678.0,3171.6177658613165,5262.7286847240775,1.895,11.113850608841243,-7.007118262032874,0.0,8.323062850124986e-09,0.0
174,174,3.0,21729.966910076957,1648.0,3482.0718889727063,5198.235523683336,1.895,21729.96679664673,1519.0,1582110.0,3596.539593544572,5933.136863664792,1.895,5.493891452853663,-34.899511725992454,0.0,2.3853412768218582e-09,16.0
175,175,3.0,21730.116016559245,1648.0,3484.050562475021,5198.623519385958,1.895,21730.11590494346,1105.0,1583845.0,3192.233080134001,5252.14588387402,1.895,12.129841602494418,-4.847055417010988,0.0,1.2262989043983815e-08,0.0
176,176,3.0,21730.14705522716,1648.0,3484.050562475021,5198.623519385958,1.895,21730.146944808912,1639.0,1584153.0,3597.7986560474724,5813.090625397326,1.895,-0.021932911873323458,-37.60671901499223,0.0,1.4370806331469858e-09,0.0
177,177,3.0,21730.16576431278,1648.0,3484.050562475021,5198.623519385958,1.895,21730.165647483664,1477.0,1584697.0,3642.2674841119483,5236.686585981412,1.895,4.8446523528855066,-30.771796896884197,0.0,5.208651687209714e-09,0.0
178,178,3.0,21730.26090324246,1648.0,3485.070578230059,5198.823533046168,1.895,21730.260789489417,1573.0,1585464.0,3591.2808170587864,5665.14465899023,1.895,-1.3171040153257016,31.54567245651303,0.0,2.8879605856417896e-09,0.0
179,179,3.0,21730.283265324448,1648.0,3485.070578230059,5198.823533046168,1.895,21730.28314799908,1669.0,1585609.0,3640.8132940657038,5190.370627285687,1.895,-6.0133027453127195,38.55033898902675,0.0,2.074047783232245e-09,16.0
180,180,3.0,21730.440382896115,1648.0,3487.1671070915613,5199.234638864149,1.895,21730.44026652421,1543.0,1587144.0,3614.870110454333,5462.623844008786,1.895,3.9210176906867673,-31.657428972271127,0.0,2.3606756975112597e-09,0.0
181,181,3.0,21730.442144971945,1648.0,3487.1671070915613,5199.234638864149,1.895,21730.442035630345,511.0,1587307.0,3479.000250848442,5190.913653707149,1.895,-0.0,-0.0,0.0,1.4994117877081222e-06,0.0
183,183,3.0,21730.520900771648,1648.0,3488.248572308862,5199.446702075364,1.895,21730.52079288648,1591.0,1587724.0,3629.6639959199574,5261.847025732971,1.895,-0.13303821412058606,38.207108944016,0.0,1.5528882438864945e-09,16.0
184,184,3.0,21730.538679872563,1648.0,3488.248572308862,5199.446702075364,1.895,21730.538573711503,1663.0,1587982.0,3474.3027324282793,5192.6782887668605,1.895,5.402451715856182,6.8490725069186,0.0,4.3716438925073633e-07,0.0
185,185,3.0,21730.644568079806,1648.0,3489.349281421821,5199.662538798889,1.895,21730.644453661655,1567.0,1589022.0,3610.5337049878717,5505.611305383721,1.895,2.7739070756091357,-32.95047061421016,0.0,4.770909109068417e-09,0.0
186,186,3.0,21730.68488834,1648.0,3489.349281421821,5199.662538798889,1.895,21730.68477591868,1579.0,1589545.0,3607.1017019958163,5546.3791143459985,1.895,2.7815904814481893,-33.04173965510303,0.0,3.463214668079621e-09,0.0
187,187,3.0,21730.70678313127,1648.0,3490.467976138121,5199.881902297698,1.895,21730.706675298185,1561.0,1590026.0,3604.154669526757,5998.006212710536,1.895,2.655748401099462,-31.544732461895784,0.0,2.957233469786204e-09,16.0
188,188,3.0,21730.709954760492,1648.0,3490.467976138121,5199.881902297698,1.895,21730.70983679262,871.0,1590198.0,4550.1444956871965,5205.105860777622,1.895,-6.294910509673201,-0.8074932020830219,0.0,2.270758392106181e-09,16.0
189,189,3.0,21730.72626377239,1648.0,3490.467976138121,5199.881902297698,1.895,21730.72614929564,1501.0,1590612.0,3785.142724396037,5257.169055219802,1.895,-12.115749638199825,-4.043120946679873,0.0,6.797928781435597e-09,0.0
190,190,3.0,21730.72887676057,1648.0,3490.467976138121,5199.881902297698,1.895,21730.72876872597,1687.0,1590767.0,3634.189415841945,5211.427720535746,1.895,-5.5951666320118285,35.871129681874955,0.0,1.6157494342495538e-09,0.0
191,191,3.0,21730.803804742216,1648.0,3491.6113756691802,5200.106110133862,1.895,21730.80368788107,1585.0,1591198.0,3608.958694987961,5563.616954299972,1.895,2.6803118799157604,-31.83649517828848,0.0,3.1430922974668e-09,0.0
192,192,3.0,21730.895500851828,1648.0,3491.6113756691802,5200.106110133862,1.895,21730.89538588468,451.0,1592147.0,3479.6223971548657,5187.67211783684,1.895,-0.0,-0.0,0.0,8.692817527676527e-07,0.0
193,193,3.0,21730.916842569823,1648.0,3492.7798890622657,5200.335242516967,1.895,21730.916731279434,919.0,1593010.0,3225.299863091156,5242.344960189629,1.895,13.38318062733387,-5.48350108509552,0.0,4.837967105612178e-09,0.0
194,194,3.0,21730.9298168614,1648.0,3492.7798890622657,5200.335242516967,1.895,21730.92970569292,1111.0,1593116.0,3183.3704197527272,5255.8383667784055,1.895,11.620571095723047,-6.21068807412883,0.0,2.0018636143667726e-09,0.0
195,195,3.0,21730.966912105814,1648.0,3492.7798890622657,5200.335242516967,1.895,21730.96679664673,1519.0,1593549.0,3596.539593544572,5933.136863664792,1.895,5.474002154556434,-34.77316652875987,0.0,1.7552972569207485e-09,16.0
196,196,3.0,21730.986381905008,1648.0,3492.7798890622657,5200.335242516967,1.895,21730.98627213193,1609.0,1593944.0,3603.252908458666,6051.7496190262245,1.895,2.8094947754409625,-33.375493087069785,0.0,3.577880543288564e-09,16.0
197,197,3.0,21731.116022862032,1648.0,3495.1663632667573,5200.803203367847,1.895,21731.11590494346,1105.0,1595252.0,3204.4502918270564,5247.2639155797715,1.895,12.14024789348166,-4.851213745766478,0.0,5.7917893195643796e-09,0.0
198,198,3.0,21731.143954068964,1648.0,3495.1663632667573,5200.803203367847,1.895,21731.143837099942,1381.0,1595359.0,3173.1455392335315,5245.237400679111,1.895,0.0,0.0,0.0,1.5438943713766814e-09,0.0
199,199,3.0,21731.16575708329,1648.0,3495.1663632667573,5200.803203367847,1.895,21731.165647483664,1477.0,1596114.0,3647.1269060835975,5205.82097684049,1.895,4.853536355243735,-30.828225448656138,0.0,1.6125262997492994e-09,0.0
200,200,3.0,21731.283263057067,1648.0,3496.3859283814827,5201.0399861892665,1.895,21731.28314799908,1669.0,1597023.0,3640.8132940657038,5190.370627285687,1.895,-6.0175177216566205,38.57736054001674,0.0,1.8709573653357337e-09,16.0
201,201,3.0,21731.440384892117,1648.0,3498.895266175938,5201.523880529796,1.895,21731.44026652421,1543.0,1598529.0,3618.7865571083644,5431.0033205747495,1.895,3.909433968924703,-31.56390456665875,0.0,8.377771413842809e-09,0.0
202,202,3.0,21731.44215296494,1648.0,3498.895266175938,5201.523880529796,1.895,21731.442035630345,511.0,1598694.0,3479.000250848442,5190.913653707149,1.895,-0.0,-0.0,0.0,3.2170927852256153e-07,0.0
203,203,3.0,21731.52580144567,1648.0,3500.176871161504,5201.771021987068,1.895,21731.525685804754,1321.0,1599253.0,3999.6800534022027,5250.128743229368,1.895,-12.082264821276295,-1.66970662205029,0.0,1.7499771747238442e-09,0.0
204,204,3.0,21731.538684967523,1648.0,3500.176871161504,5201.771021987068,1.895,21731.538573711503,1663.0,1599389.0,3483.2851636475816,5195.116770903598,1.895,10.267975544983381,2.0080079025599087,0.0,8.949233106194904e-07,0.0
205,205,3.0,21731.644571428533,1648.0,3501.482448320176,5202.0227861774465,1.895,21731.644453661655,1567.0,1600461.0,3613.613972315277,5472.765625314946,1.895,4.044177231736642,-32.65179184704873,0.0,6.065629990880494e-09,0.0
206,206,3.0,21731.66692003818,1648.0,3501.482448320176,5202.0227861774465,1.895,21731.666802698892,1693.0,1601002.0,3470.2195327752484,5185.349347474283,1.895,0.4328074938864164,11.191165199063636,0.0,9.422020246436061e-08,0.0
207,207,3.0,21731.69503902236,1648.0,3501.482448320176,5202.0227861774465,1.895,21731.69493026086,1507.0,1601512.0,3643.3795668885577,5229.622965551767,1.895,4.874453754692839,-30.961086574815422,0.0,2.157930959924485e-09,0.0
208,208,3.0,21731.706786476032,1648.0,3502.790019216325,5202.274934835105,1.895,21731.706675298185,1561.0,1601689.0,3604.154669526757,5998.006212710536,1.895,2.6512772062762844,-31.49162402570641,0.0,9.712350381115004e-09,16.0
209,209,3.0,21731.709946181963,1648.0,3502.790019216325,5202.274934835105,1.895,21731.70983679262,871.0,1601862.0,4550.1444956871965,5205.105860777622,1.895,-3.8434827108934697,-0.4924435119877823,0.0,2.417710880811135e-09,16.0
210,210,3.0,21731.726268190923,1648.0,3502.790019216325,5202.274934835105,1.895,21731.72614929564,1501.0,1602293.0,3773.314705957013,5252.463020090708,1.895,-11.754509672638898,-5.055339887946926,0.0,1.8287881106116956e-08,0.0
211,211,3.0,21731.80379722421,1648.0,3504.104769036452,5202.485226045738,1.895,21731.80368788107,1585.0,1603074.0,3611.634228996953,5531.837210228051,1.895,2.669410843403517,-31.70701368068037,0.0,6.254000328392289e-09,0.0
212,212,3.0,21731.895493393557,1648.0,3504.104769036452,5202.485226045738,1.895,21731.89538588468,451.0,1604014.0,3479.6223971548657,5187.67211783684,1.895,-0.0,-0.0,0.0,1.6701142874796693e-08,0.0
213,213,3.0,21731.916848020835,1648.0,3505.417723230504,5202.690492478364,1.895,21731.916731279434,919.0,1604931.0,3238.5350451764652,5236.667234938297,1.895,13.189858939441233,-5.860527524316795,0.0,2.973431970030605e-09,0.0
214,214,3.0,21731.92981631976,1648.0,3505.417723230504,5202.690492478364,1.895,21731.92970569292,1111.0,1605047.0,3195.638072124921,5250.785257295757,1.895,12.219122551919014,-4.882731868833358,0.0,1.0044113157303003e-08,0.0
215,215,3.0,21731.98638713721,1648.0,3505.417723230504,5202.690492478364,1.895,21731.98627213193,1609.0,1605924.0,3603.252908458666,6051.7496190262245,1.895,2.81367044723896,-33.425098128675906,0.0,7.755546165966915e-09,16.0
216,216,3.0,21732.11601264779,1648.0,3508.0406081415667,5203.100552655117,1.895,21732.11590494346,1105.0,1607266.0,3216.638115787044,5242.325095896095,1.895,12.073845686842557,-4.938161107905946,0.0,1.1336430996411052e-08,0.0
217,217,3.0,21732.44038510369,1648.0,3511.977733057897,5203.716080287412,1.895,21732.44026652421,1543.0,1610438.0,3622.7006907802265,5399.4014716467855,1.895,3.920074581652549,-31.64981451867282,0.0,1.940969442728897e-09,0.0
218,218,3.0,21732.44214731635,1648.0,3511.977733057897,5203.716080287412,1.895,21732.442035630345,511.0,1610611.0,3479.000250848442,5190.913653707149,1.895,-0.0,-0.0,0.0,1.5342292963753279e-07,0.0
219,219,3.0,21732.52579686701,1648.0,3513.2825364839828,5203.920072434103,1.895,21732.525685804754,1321.0,1611165.0,3989.089869174894,5248.489216731637,1.895,-9.454243301202775,-1.452756633832058,0.0,1.7034047704546332e-09,0.0
220,220,3.0,21732.538686998352,1648.0,3513.2825364839828,5203.920072434103,1.895,21732.538573711503,1663.0,1611297.0,3494.439100547576,5197.298037633512,1.895,11.93711166193436,2.3344245850502787,0.0,6.473894121494997e-08,0.0
221,221,3.0,21732.580748059576,1648.0,3513.2825364839828,5203.920072434103,1.895,21732.58063671621,1549.0,1611826.0,3622.179330697019,5430.4450882790225,1.895,3.8857872381107588,-31.365376888569628,0.0,7.25600642868827e-09,0.0
222,222,3.0,21732.64457212676,1648.0,3514.594006891796,5204.089922950585,1.895,21732.644453661655,1567.0,1612378.0,3617.6503119832496,5440.1771122229775,1.895,4.020143420398924,-32.4577481738796,0.0,4.829109910133825e-09,0.0
